,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
20383,CN31072PC,2013,2199584376.0,0.09,2290805.0,7947.0,Corporate,Very large company,,,,,,
20384,CN31072PC,2012,2592321231.0,0.19,5857566.0,7776.0,Corporate,Very large company,,,,,,
20385,CN31072PC,2011,2131259055.0,0.04,939807.0,7474.0,Corporate,Very large company,,,,,,
20386,CN31072PC,2010,2096017490.0,0.0,0.0,7319.0,Corporate,Very large company,,,,,,
20387,CN31072PC,2009,879879000.0,0.0,0.0,7092.0,Corporate,Very large company,,,,,,
20388,CN31072PC,2008,733231000.0,0.0,0.0,2569.0,Corporate,Very large company,,,,,,
20392,CN31072PC,2005,740645000.0,0.0,0.0,1722.0,Corporate,Very large company,,,,,,
20393,CN31072PC,2004,525278000.0,0.0,0.0,1668.0,Corporate,Very large company,,,,,,
20394,CN31090FH,2019,150993194.0,0.04,414820.0,7728.0,Corporate,Very large company,,,,,,
20395,CN31090FH,2018,137898168.0,0.17,1732196.0,7724.0,Corporate,Very large company,,,,,,
20396,CN31090FH,2017,107164873.0,0.08,745388.0,7642.0,Corporate,Very large company,,,,,,
20397,CN31090FH,2016,90944163.0,0.0,0.0,7743.0,Corporate,Very large company,,,,,,
20398,CN31090FH,2015,103236373.0,0.0,0.0,7914.0,Corporate,Very large company,,,,,,
20399,CN31090FH,2014,89672998.0,0.0,0.0,8259.0,Corporate,Very large company,,,,,,
20400,CN31090FH,2013,86867115.0,0.0,0.0,8539.0,Corporate,Very large company,,,,,,
20401,CN31090FH,2012,78543007.0,0.0,0.0,9320.0,Corporate,Very large company,,,,,,
20402,CN31090FH,2011,70970426.0,0.0,0.0,7938.0,Corporate,Very large company,,,,,,
20403,CN31090FH,2010,53671004.0,0.0,0.0,7835.0,Corporate,Very large company,,,,,,
20404,CN31090FH,2009,41525000.0,0.0,0.0,6680.0,Corporate,Very large company,,,,,,
20405,CN31090FH,2008,40328000.0,0.0,0.0,6265.0,Corporate,Very large company,,,,,,
20407,CN31090FH,2006,35783000.0,0.0,0.0,5830.0,Corporate,Very large company,,,,,,
20408,CN31090FH,2005,39781000.0,0.0,0.0,5830.0,Corporate,Very large company,,,,,,
20409,CN31090FH,2004,31155000.0,0.0,0.0,5830.0,Corporate,Very large company,,,,,,
20410,CN31129PC,2019,608739506.0,0.79,40909928.0,15991.0,Corporate,Very large company,,,,,,
20411,CN31129PC,2018,788283341.0,0.65,33231980.0,15809.0,Corporate,Very large company,,,,,,
20412,CN31129PC,2017,469014531.0,0.37,19482904.0,15521.0,Corporate,Very large company,,,,,,
20413,CN31129PC,2016,286836321.0,0.18,13007078.0,18437.0,Corporate,Very large company,,,,,,
20414,CN31129PC,2015,370165904.0,0.14,9934210.0,18804.0,Corporate,Very large company,,,,,,
20415,CN31129PC,2014,261719169.0,0.09,7133183.0,21015.0,Corporate,Very large company,,,,,,
20416,CN31129PC,2013,291002662.0,0.08,5731824.0,21259.0,Corporate,Very large company,,,,,,
20417,CN31129PC,2012,348084791.0,0.04,2679280.0,21883.0,Corporate,Very large company,,,,,,
20418,CN31129PC,2011,404590415.0,0.08,5342625.0,21339.0,Corporate,Very large company,,,,,,
20420,CN31129PC,2009,208459000.0,0.0,0.0,14727.0,Corporate,Very large company,,,,,,
20421,CN31129PC,2008,133772000.0,0.0,0.0,14756.0,Corporate,Very large company,,,,,,
20422,CN31129PC,2007,128378000.0,0.0,0.0,12673.0,Corporate,Very large company,,,,,,
20423,CN31129PC,2006,122547000.0,0.0,0.0,13618.0,Corporate,Very large company,,,,,,
20424,CN31129PC,2005,118488000.0,0.0,0.0,13598.0,Corporate,Very large company,,,,,,
20425,CN31129PC,2004,111854000.0,0.0,0.0,12956.0,Corporate,Very large company,,,,,,
20427,CN31134PC,2018,51988299.0,0.0,0.0,402.0,Corporate,Very large company,,,,,,
20428,CN31134PC,2017,24224779.0,0.0,0.0,364.0,Corporate,Very large company,,,,,,
20429,CN31134PC,2016,24149098.0,0.0,0.0,359.0,Corporate,Very large company,,,,,,
20430,CN31134PC,2015,12921915.0,0.0,0.0,353.0,Corporate,Very large company,,,,,,
20431,CN31134PC,2014,20916314.0,0.0,0.0,328.0,Corporate,Very large company,,,,,,
20432,CN31134PC,2013,11788275.0,0.0,0.0,278.0,Corporate,Very large company,,,,,,
20433,CN31134PC,2012,16467679.0,0.0,0.0,259.0,Corporate,Very large company,,,,,,
20434,CN31134PC,2011,11233900.0,0.0,0.0,232.0,Corporate,Very large company,,,,,,
20435,CN31134PC,2010,10284294.0,0.0,0.0,139.0,Corporate,Very large company,,,,,,
20436,CN31134PC,2009,9504000.0,0.0,0.0,136.0,Corporate,Very large company,,,,,,
20437,CN31134PC,2008,7286000.0,0.0,0.0,153.0,Corporate,Very large company,,,,,,
20438,CN31134PC,2007,8084000.0,0.0,0.0,166.0,Corporate,Very large company,,,,,,
20439,CN31134PC,2006,7394000.0,0.0,0.0,172.0,Corporate,Very large company,,,,,,
20440,CN31134PC,2005,7014000.0,0.0,0.0,173.0,Corporate,Very large company,,,,,,
20441,CN31134PC,2004,4662000.0,0.0,0.0,180.0,Corporate,Very large company,,,,,,
20442,CN31134PC,2003,,0.0,0.0,,Corporate,Very large company,,,,,,
20443,CN31140PC,2019,172450809.0,0.06,340162.0,2962.0,Corporate,Very large company,,,,,,
20444,CN31140PC,2018,135259093.0,0.08,401188.0,3260.0,Corporate,Very large company,,,,,,
20445,CN31140PC,2017,129558772.0,0.04,254310.0,3746.0,Corporate,Very large company,,,,,,
20446,CN31140PC,2016,98002933.0,0.0,0.0,4073.0,Corporate,Very large company,,,,,,
20447,CN31140PC,2015,69859109.0,0.0,0.0,4790.0,Corporate,Very large company,,,,,,
