,bvdid,closing_date,ebitda,r_d_expenses_operating_revenue,research_development_expenses,number_of_employees,type_of_entity,category_of_the_company,Deal_number,"Deal value
m EUR",Target country code,Acquiror country code,Acquired stake (%),Final stake (%)
5417,MY181893-H,2011,9769335.0,0.0,0.0,426.0,Corporate,Very large company,,,,,,
5418,MY181893-H,2010,5752615.0,0.0,0.0,391.0,Corporate,Very large company,,,,,,
5419,MY181893-H,2009,5095132.0,0.0,0.0,281.0,Corporate,Very large company,,,,,,
5421,MY181893-H,2007,12064518.0,0.0,0.0,392.0,Corporate,Very large company,,,,,,
5422,MY181893-H,2006,13998034.0,0.0,0.0,436.0,Corporate,Very large company,,,,,,
5423,MY181893-H,2005,10878208.0,0.0,0.0,387.0,Corporate,Very large company,,,,,,
5424,MY201765-A,2017,129129739.0,0.0,0.0,,Corporate,Very large company,,,,,,
5425,MY201765-A,2016,153105766.0,0.0,0.0,,Corporate,Very large company,,,,,,
5426,MY201765-A,2015,57998177.0,0.0,0.0,,Corporate,Very large company,,,,,,
5427,MY201765-A,2014,156872571.0,0.0,0.0,,Corporate,Very large company,,,,,,
5428,MY201765-A,2013,184237980.0,0.0,0.0,,Corporate,Very large company,,,,,,
5429,MY201765-A,2012,192295444.0,0.0,0.0,,Corporate,Very large company,,,,,,
5430,MY201765-A,2011,172774706.0,0.0,0.0,,Corporate,Very large company,,,,,,
5431,MY201765-A,2010,173372915.0,0.11,1047750.0,,Corporate,Very large company,,,,,,
5432,MY201765-A,2009,136556421.0,0.19,1673497.0,,Corporate,Very large company,,,,,,
5433,MY201765-A,2008,295417282.0,0.02,119612.0,,Corporate,Very large company,,,,,,
5434,MY201765-A,2007,55429000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5435,MY201765-A,2006,68002000.0,0.0,0.0,5017.0,Corporate,Very large company,,,,,,
5436,MY201765-A,2005,55172000.0,0.0,0.0,5150.0,Corporate,Very large company,,,,,,
5437,MY201765-A,2004,67198000.0,0.0,0.0,5006.0,Corporate,Very large company,,,,,,
5438,MY201765-A,2003,92278000.0,0.1,360000.0,4552.0,Corporate,Very large company,,,,,,
5439,MY207075-U,2017,79196479.0,0.09,259876.0,,Bank,Very large company,,,,,,
5440,MY207075-U,2016,61289482.0,0.12,338360.0,,Bank,Very large company,,,,,,
5442,MY207075-U,2014,10197061.0,0.0,0.0,,Bank,Very large company,,,,,,
5443,MY207075-U,2013,11771474.0,0.0,0.0,,Bank,Very large company,,,,,,
5444,MY21076-T,2017,70143517.0,0.0,0.0,2600.0,Corporate,Very large company,,,,,,
5445,MY21076-T,2016,79660107.0,0.0,0.0,2500.0,Corporate,Very large company,,,,,,
5446,MY21076-T,2015,82960596.0,0.0,0.0,2300.0,Corporate,Very large company,,,,,,
5447,MY21076-T,2014,87096271.0,0.0,0.0,,Corporate,Very large company,,,,,,
5448,MY21076-T,2013,82936614.0,0.0,0.0,,Corporate,Very large company,,,,,,
5449,MY21076-T,2012,69613672.0,0.0,0.0,,Corporate,Very large company,,,,,,
5450,MY21076-T,2011,50864569.0,0.0,0.0,,Corporate,Very large company,,,,,,
5451,MY21076-T,2010,42910071.0,0.0,0.0,,Corporate,Very large company,,,,,,
5453,MY21076-T,2008,38577872.0,0.0,0.0,,Corporate,Very large company,,,,,,
5454,MY21076-T,2007,18116000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5455,MY21076-T,2006,-552051000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5456,MY21076-T,2005,30008000.0,0.0,0.0,1987.0,Corporate,Very large company,,,,,,
5457,MY21076-T,2004,37121000.0,0.0,0.0,1937.0,Corporate,Very large company,,,,,,
5458,MY256187-T,2016,-71754752.0,0.0,0.0,,Corporate,Very large company,,,,,,
5459,MY256187-T,2015,20794611.0,0.0,0.0,,Corporate,Very large company,,,,,,
5460,MY256187-T,2014,-54833035.0,0.0,0.0,,Corporate,Very large company,,,,,,
5461,MY256187-T,2013,16683167.0,0.0,0.0,,Corporate,Very large company,,,,,,
5462,MY256187-T,2012,1055084735.0,0.0,0.0,,Corporate,Very large company,,,,,,
5463,MY256187-T,2010,56523876.0,0.0,0.0,,Corporate,Very large company,,,,,,
5464,MY256187-T,2009,36713037.0,0.0,0.0,,Corporate,Very large company,,,,,,
5465,MY256187-T,2008,49280019.0,0.0,0.0,,Corporate,Very large company,,,,,,
5466,MY256187-T,2007,44773033.0,0.0,0.0,,Corporate,Very large company,,,,,,
5467,MY256187-T,2006,29873000.0,0.0,0.0,520.0,Corporate,Very large company,,,,,,
5470,MY256187-T,2004,31105000.0,0.0,0.0,701.0,Corporate,Very large company,,,,,,
5471,MY256187-T,2003,43787000.0,0.0,0.0,729.0,Corporate,Very large company,,,,,,
5472,MY256516-W,2017,-15022103.0,0.0,0.0,,Corporate,Very large company,,,,,,
5473,MY256516-W,2016,19498209.0,0.0,0.0,,Corporate,Very large company,,,,,,
5474,MY256516-W,2015,15443961.0,0.0,0.0,,Corporate,Very large company,,,,,,
5475,MY256516-W,2014,13399535.0,0.0,0.0,,Corporate,Very large company,,,,,,
5476,MY256516-W,2013,20166097.0,0.0,0.0,,Corporate,Very large company,,,,,,
5477,MY256516-W,2012,13302173.0,0.0,0.0,,Corporate,Very large company,,,,,,
5478,MY256516-W,2011,9527042.0,0.0,0.0,,Corporate,Very large company,,,,,,
5481,MY30245-H,2016,376100098.0,0.0,0.0,,Corporate,Very large company,,,,,,
5482,MY30245-H,2015,228217292.0,0.0,0.0,,Corporate,Very large company,,,,,,
5483,MY30245-H,2014,756634218.0,0.0,0.0,,Corporate,Very large company,,,,,,
5484,MY30245-H,2013,476084460.0,0.0,0.0,,Corporate,Very large company,,,,,,
5485,MY30245-H,2012,906697669.0,0.0,0.0,,Corporate,Very large company,,,,,,
5486,MY30245-H,2011,769051656.0,0.0,0.0,,Corporate,Very large company,,,,,,
5487,MY30245-H,2010,766136544.0,0.0,0.0,,Corporate,Very large company,,,,,,
5488,MY30245-H,2009,667223560.0,0.0,0.0,,Corporate,Very large company,,,,,,
5489,MY30245-H,2008,663277071.0,0.0,0.0,,Corporate,Very large company,,,,,,
5490,MY30245-H,2007,512905000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5491,MY30245-H,2006,201134000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5492,MY30245-H,2005,217680000.0,0.0,0.0,2936.0,Corporate,Very large company,,,,,,
5493,MY30245-H,2004,153615000.0,0.0,0.0,2885.0,Corporate,Very large company,,,,,,
5494,MY310628-D,2017,2201761.0,0.0,0.0,,Corporate,Very large company,,,,,,
5495,MY310628-D,2016,8404018.0,0.0,0.0,,Corporate,Very large company,,,,,,
5496,MY310628-D,2015,6126008.0,0.0,0.0,,Corporate,Very large company,,,,,,
5497,MY310628-D,2014,1827124.0,0.0,0.0,,Corporate,Very large company,,,,,,
5498,MY310628-D,2013,-1734167.0,0.0,0.0,,Corporate,Very large company,,,,,,
5499,MY310628-D,2012,5611324.0,0.0,0.0,,Corporate,Very large company,,,,,,
5501,MY310628-D,2010,9965087.0,0.0,0.0,,Corporate,Very large company,,,,,,
5502,MY310628-D,2009,8234590.0,0.0,0.0,,Corporate,Very large company,,,,,,
5503,MY310628-D,2008,8613840.0,0.0,0.0,,Corporate,Very large company,,,,,,
5504,MY310628-D,2007,10961000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5505,MY310628-D,2006,7748000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5506,MY310628-D,2005,9790000.0,0.0,0.0,1155.0,Corporate,Very large company,,,,,,
5507,MY310628-D,2004,9241000.0,0.0,0.0,1099.0,Corporate,Very large company,,,,,,
5508,MY310628-D,2003,11784000.0,0.0,0.0,1037.0,Corporate,Very large company,,,,,,
5509,MY351038-H,2017,6944395.0,0.0,0.0,,Corporate,Very large company,,,,,,
5510,MY351038-H,2016,8579119.0,0.0,0.0,,Corporate,Very large company,,,,,,
5511,MY351038-H,2015,9200034.0,0.0,0.0,,Corporate,Very large company,,,,,,
5512,MY351038-H,2014,9243082.0,0.0,0.0,,Corporate,Very large company,,,,,,
5513,MY351038-H,2013,8136309.0,0.0,0.0,,Corporate,Very large company,,,,,,
5514,MY351038-H,2012,9759718.0,0.0,0.0,,Corporate,Very large company,,,,,,
5515,MY351038-H,2011,10342957.0,0.0,0.0,,Corporate,Very large company,,,,,,
5516,MY351038-H,2010,10149661.0,0.0,0.0,,Corporate,Very large company,,,,,,
5517,MY351038-H,2009,7437564.0,0.0,0.0,,Corporate,Very large company,,,,,,
5518,MY351038-H,2009,5204000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5519,MY359750-D,2018,11074990.0,0.0,0.0,,Corporate,Very large company,,,,,,
5520,MY359750-D,2017,8709620.0,0.0,0.0,,Corporate,Very large company,,,,,,
5521,MY359750-D,2016,8975573.0,0.0,0.0,,Corporate,Very large company,,,,,,
5522,MY359750-D,2015,38008057.0,0.0,0.0,,Corporate,Very large company,,,,,,
5523,MY359750-D,2014,35142650.0,0.0,0.0,,Corporate,Very large company,,,,,,
5524,MY359750-D,2013,19194620.0,0.0,0.0,,Corporate,Very large company,,,,,,
5526,MY359750-D,2011,12493020.0,0.0,0.0,,Corporate,Very large company,,,,,,
5527,MY359750-D,2010,6086737.0,0.0,0.0,,Corporate,Very large company,,,,,,
5528,MY359750-D,2009,10359051.0,0.0,0.0,,Corporate,Very large company,,,,,,
5529,MY359750-D,2008,7108000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5530,MY359750-D,2007,5639000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5531,MY359750-D,2006,5482000.0,0.0,0.0,141.0,Corporate,Very large company,,,,,,
5532,MY359750-D,2005,4729000.0,0.0,0.0,160.0,Corporate,Very large company,,,,,,
5533,MY359750-D,2004,3403000.0,0.0,0.0,155.0,Corporate,Very large company,,,,,,
5534,MY38218-X,2014,847283871.0,0.0,0.0,,Corporate,Very large company,,,,,,
5535,MY38218-X,2013,676504685.0,0.0,0.0,,Corporate,Very large company,,,,,,
5536,MY38218-X,2012,662063088.0,0.0,0.0,,Corporate,Very large company,,,,,,
5537,MY38218-X,2011,535611041.0,0.0,0.0,,Corporate,Very large company,,,,,,
5538,MY38218-X,2010,404438054.0,0.0,0.0,,Corporate,Very large company,,,,,,
5539,MY3871-H,2017,223049931.0,0.17,3551228.0,15347.0,Corporate,Very large company,,,,,,
5540,MY3871-H,2016,165035115.0,0.2,3510486.0,17665.0,Corporate,Very large company,,,,,,
5541,MY3871-H,2015,144541692.0,0.24,4451388.0,17959.0,Corporate,Very large company,,,,,,
5542,MY3871-H,2014,215870664.0,0.15,3699967.0,18155.0,Corporate,Very large company,,,,,,
5543,MY3871-H,2013,193215522.0,0.16,3977447.0,16135.0,Corporate,Very large company,,,,,,
5544,MY3871-H,2012,190703718.0,0.1,2527847.0,17079.0,Corporate,Very large company,,,,,,
5545,MY3871-H,2011,222369805.0,0.19,4062549.0,15712.0,Corporate,Very large company,,,,,,
5546,MY3871-H,2010,171089228.0,0.12,1819066.0,13804.0,Corporate,Very large company,,,,,,
5547,MY3871-H,2009,106337781.0,0.13,1398648.0,13384.0,Corporate,Very large company,,,,,,
5548,MY3871-H,2008,166380321.0,0.08,1139634.0,13945.0,Corporate,Very large company,,,,,,
5550,MY3871-H,2006,124171000.0,0.11,1016000.0,11601.0,Corporate,Very large company,,,,,,
5552,MY3871-H,2004,54393000.0,0.25,601000.0,11451.0,Corporate,Very large company,,,,,,
5553,MY3871-H,2003,65329000.0,0.32,726000.0,11538.0,Corporate,Very large company,,,,,,
5554,MY3871-H,2002,66814000.0,0.21,526000.0,10416.0,Corporate,Very large company,,,,,,
5555,MY419232-K,2017,63270147.0,0.0,0.0,6460.0,Corporate,Very large company,,,,,,
5556,MY419232-K,2016,55999646.0,0.0,0.0,,Corporate,Very large company,,,,,,
5557,MY419232-K,2015,67566500.0,0.0,0.0,,Corporate,Very large company,,,,,,
5558,MY419232-K,2014,60249125.0,0.0,0.0,,Corporate,Very large company,,,,,,
5559,MY419232-K,2013,32717372.0,0.0,0.0,,Corporate,Very large company,,,,,,
5560,MY419232-K,2012,43502752.0,0.0,0.0,,Corporate,Very large company,,,,,,
5561,MY419232-K,2011,73351628.0,0.0,0.0,,Corporate,Very large company,,,,,,
5562,MY419232-K,2010,40090276.0,0.0,0.0,,Corporate,Very large company,,,,,,
5563,MY419232-K,2009,30276267.0,0.0,0.0,,Corporate,Very large company,,,,,,
5564,MY419232-K,2008,25081694.0,0.0,0.0,,Corporate,Very large company,,,,,,
5565,MY419232-K,2007,32291000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5566,MY419232-K,2006,40161000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5567,MY419232-K,2005,27297000.0,0.0,0.0,4063.0,Corporate,Very large company,,,,,,
5568,MY419232-K,2004,27701000.0,0.0,0.0,3274.0,Corporate,Very large company,,,,,,
5569,MY44094-M,2017,17437132.0,0.0,0.0,,Corporate,Very large company,,,,,,
5570,MY44094-M,2016,32633061.0,0.0,0.0,,Corporate,Very large company,,,,,,
5571,MY44094-M,2015,38675191.0,0.0,0.0,,Corporate,Very large company,,,,,,
5572,MY44094-M,2014,25198552.0,0.0,0.0,,Corporate,Very large company,,,,,,
5573,MY44094-M,2013,23855673.0,0.0,0.0,,Corporate,Very large company,,,,,,
5574,MY44094-M,2012,17908930.0,0.0,0.0,,Corporate,Very large company,,,,,,
5575,MY44094-M,2011,8374941.0,0.0,0.0,,Corporate,Very large company,,,,,,
5577,MY44094-M,2009,2613412.0,0.0,0.0,,Corporate,Very large company,,,,,,
5578,MY44094-M,2008,1978343.0,0.0,0.0,,Corporate,Very large company,,,,,,
5579,MY44094-M,2007,2911000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5580,MY44094-M,2006,5893000.0,0.0,0.0,70.0,Corporate,Very large company,,,,,,
5581,MY44094-M,2005,5501000.0,0.0,0.0,65.0,Corporate,Very large company,,,,,,
5582,MY44094-M,2004,5256000.0,0.0,0.0,64.0,Corporate,Very large company,,,,,,
5584,MY4690-V,2016,1858443.0,0.0,0.0,,Corporate,Very large company,,,,,,
5585,MY4690-V,2015,325722.0,0.0,0.0,,Corporate,Very large company,,,,,,
5586,MY4690-V,2014,689325.0,0.0,0.0,,Corporate,Very large company,,,,,,
5587,MY4690-V,2013,1343272.0,0.0,0.0,,Corporate,Very large company,,,,,,
5588,MY4690-V,2012,1791054.0,0.0,0.0,,Corporate,Very large company,,,,,,
5589,MY4690-V,2011,3602775.0,0.0,0.0,,Corporate,Very large company,,,,,,
5590,MY4690-V,2010,2542084.0,0.0,0.0,,Corporate,Very large company,,,,,,
5591,MY4690-V,2009,1263648.0,0.0,0.0,,Corporate,Very large company,,,,,,
5592,MY4690-V,2008,459878.0,0.0,0.0,,Corporate,Very large company,,,,,,
5593,MY4690-V,2007,980000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5594,MY4690-V,2006,-1919000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5595,MY4690-V,2005,1949000.0,0.0,0.0,305.0,Corporate,Very large company,,,,,,
5596,MY4690-V,2004,2221000.0,0.0,0.0,291.0,Corporate,Very large company,,,,,,
5597,MY502246-P,2017,2826083.0,0.0,0.0,,Corporate,Very large company,,,,,,
5598,MY502246-P,2016,1760464.0,0.0,0.0,,Corporate,Very large company,,,,,,
5599,MY502246-P,2015,712865.0,0.0,0.0,,Corporate,Very large company,,,,,,
5600,MY502246-P,2014,1692826.0,0.0,0.0,,Corporate,Very large company,,,,,,
5601,MY502246-P,2013,1463056.0,0.0,0.0,,Corporate,Very large company,,,,,,
5602,MY502246-P,2012,1826729.0,0.0,0.0,,Corporate,Very large company,,,,,,
5603,MY502246-P,2011,1440602.0,0.0,0.0,,Corporate,Very large company,,,,,,
5604,MY502246-P,2010,767153.0,0.0,0.0,,Corporate,Very large company,,,,,,
5605,MY502246-P,2009,-172308.0,0.0,0.0,,Corporate,Very large company,,,,,,
5606,MY502246-P,2008,-567432.0,0.0,0.0,,Corporate,Very large company,,,,,,
5607,MY502246-P,2007,736000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5608,MY502246-P,2006,-1002000.0,0.0,0.0,554.0,Corporate,Very large company,,,,,,
5609,MY502246-P,2005,2235000.0,0.0,0.0,445.0,Corporate,Very large company,,,,,,
5611,MY534942-H,2017,1846228.0,0.0,0.0,,Corporate,Very large company,,,,,,
5612,MY534942-H,2016,33533173.0,0.0,0.0,,Corporate,Very large company,,,,,,
5613,MY534942-H,2015,34676737.0,0.0,0.0,,Corporate,Very large company,,,,,,
5614,MY534942-H,2014,18374655.0,0.0,0.0,,Corporate,Very large company,,,,,,
5615,MY534942-H,2012,12796108.0,0.0,0.0,,Corporate,Very large company,,,,,,
5616,MY534942-H,2011,2696365.0,0.0,0.0,,Corporate,Very large company,,,,,,
5617,MY534942-H,2010,-24528287.0,0.0,0.0,,Corporate,Very large company,,,,,,
5618,MY534942-H,2009,-20255259.0,0.0,0.0,,Corporate,Very large company,,,,,,
5619,MY534942-H,2008,-8137575.0,0.0,0.0,,Corporate,Very large company,,,,,,
5620,MY534942-H,2007,6601135.0,0.0,0.0,,Corporate,Very large company,,,,,,
5621,MY534942-H,2006,14010000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5622,MY534942-H,2005,7543000.0,0.0,0.0,119.0,Corporate,Very large company,,,,,,
5623,MY534942-H,2004,2727000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5624,MY576121-A,2017,-2270938.0,0.0,0.0,,Corporate,Very large company,,,,,,
5625,MY576121-A,2016,-661705.0,0.0,0.0,,Corporate,Very large company,,,,,,
5626,MY576121-A,2015,-192180.0,0.0,0.0,,Corporate,Very large company,,,,,,
5627,MY576121-A,2014,-2531060.0,0.0,0.0,,Corporate,Very large company,,,,,,
5628,MY576121-A,2013,1764219.0,0.0,0.0,,Corporate,Very large company,,,,,,
5629,MY576121-A,2012,2409137.0,0.0,0.0,,Corporate,Very large company,,,,,,
5631,MY576121-A,2010,1759158.0,0.0,0.0,,Corporate,Very large company,,,,,,
5632,MY576121-A,2009,1455202.0,0.0,0.0,,Corporate,Very large company,,,,,,
5633,MY576121-A,2008,869142.0,0.0,0.0,,Corporate,Very large company,,,,,,
5634,MY576121-A,2007,-271000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5635,MY576121-A,2006,-1778000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5636,MY576121-A,2005,-497000.0,0.0,0.0,478.0,Corporate,Very large company,,,,,,
5637,MY576121-A,2004,851000.0,0.0,0.0,400.0,Corporate,Very large company,,,,,,
5638,MY576121-A,2003,2185000.0,0.0,0.0,245.0,Corporate,Very large company,,,,,,
5639,MY599171-D,2011,105748872.0,0.0,0.0,,Corporate,Very large company,,,,,,
5640,MY599171-D,2010,101517469.0,0.0,0.0,,Corporate,Very large company,,,,,,
5641,MY599171-D,2009,73159015.0,0.0,0.0,,Corporate,Very large company,,,,,,
5642,MY599171-D,2008,27450780.0,0.0,0.0,,Corporate,Very large company,,,,,,
5643,MY599171-D,2007,23824979.0,0.0,0.0,,Corporate,Very large company,,,,,,
5645,MY599171-D,2005,7032746.0,0.0,0.0,,Corporate,Very large company,,,,,,
5646,MY599171-D,2004,7496160.0,0.0,0.0,5353.0,Corporate,Very large company,,,,,,
5647,MY651020-T,2017,14063477.0,0.0,0.0,,Corporate,Very large company,,,,,,
5648,MY651020-T,2016,10276206.0,0.0,0.0,,Corporate,Very large company,,,,,,
5649,MY651020-T,2015,6483403.0,0.0,0.0,,Corporate,Very large company,,,,,,
5651,MY651020-T,2013,6241277.0,0.0,0.0,,Corporate,Very large company,,,,,,
5652,MY651020-T,2012,6575871.0,0.0,0.0,902.0,Corporate,Very large company,,,,,,
5653,MY651020-T,2011,6189427.0,0.85,416959.0,,Corporate,Very large company,,,,,,
5654,MY651020-T,2010,8076411.0,1.64,585982.0,,Corporate,Very large company,,,,,,
5655,MY651020-T,2009,5312430.0,2.07,585000.0,,Corporate,Very large company,,,,,,
5656,MY651020-T,2008,7138165.0,1.41,409887.0,,Corporate,Very large company,,,,,,
5657,MY651020-T,2007,4014000.0,1.48,336000.0,,Corporate,Very large company,,,,,,
5658,MY651020-T,2006,3610000.0,1.52,237000.0,,Corporate,Very large company,,,,,,
5659,MY651020-T,2005,3050000.0,2.62,383000.0,,Corporate,Very large company,,,,,,
5660,MY673211-M,2017,-1087404.0,0.0,0.0,,Corporate,Very large company,,,,,,
5661,MY673211-M,2016,5912843.0,0.0,0.0,,Corporate,Very large company,,,,,,
5662,MY673211-M,2015,10865846.0,0.0,0.0,,Corporate,Very large company,,,,,,
5663,MY673211-M,2013,10569181.0,0.0,0.0,,Corporate,Very large company,,,,,,
5664,MY673211-M,2012,12624363.0,0.0,0.0,,Corporate,Very large company,,,,,,
5665,MY673211-M,2011,7293126.0,0.0,0.0,,Corporate,Very large company,,,,,,
5669,MY673211-M,2009,6289456.0,0.0,0.0,,Corporate,Very large company,,,,,,
5670,MY712243-U,2017,49704253.0,0.0,0.0,,Corporate,Very large company,,,,,,
5671,MY712243-U,2016,56446704.0,0.0,0.0,1700.0,Corporate,Very large company,,,,,,
5675,MY712243-U,2014,56476573.0,0.0,0.0,1700.0,Corporate,Very large company,,,,,,
5676,MY712243-U,2013,42993105.0,0.0,0.0,,Corporate,Very large company,,,,,,
5677,MY712243-U,2012,36194550.0,0.0,0.0,,Corporate,Very large company,,,,,,
5678,MY712243-U,2011,30086944.0,0.0,0.0,,Corporate,Very large company,,,,,,
5679,MY712243-U,2010,23639855.0,0.0,0.0,,Corporate,Very large company,,,,,,
5681,MY712243-U,2008,19792789.0,0.0,0.0,,Corporate,Very large company,,,,,,
5682,MY712243-U,2007,9712000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5684,MY765218-V,2016,1535309.0,0.0,0.0,953.0,Corporate,Very large company,,,,,,
5685,MY765218-V,2015,942282.0,0.0,0.0,,Corporate,Very large company,,,,,,
5686,MY765218-V,2014,1708112.0,0.0,0.0,,Corporate,Very large company,,,,,,
5687,MY765218-V,2013,2591086.0,0.0,0.0,,Corporate,Very large company,,,,,,
5688,MY765218-V,2012,3819031.0,0.0,0.0,,Corporate,Very large company,,,,,,
5689,MY765218-V,2011,4438152.0,0.0,0.0,,Corporate,Very large company,,,,,,
5690,MY765218-V,2010,4253947.0,0.0,0.0,,Corporate,Very large company,,,,,,
5691,MY765218-V,2009,2682363.0,0.0,0.0,,Corporate,Very large company,,,,,,
5692,MY765218-V,2008,3193630.0,0.0,0.0,,Corporate,Very large company,,,,,,
5693,MY765218-V,2007,2727000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5694,MY765218-V,2007,1457000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5695,MY7916-A,2017,1611374611.0,0.0,0.0,,Corporate,Very large company,,,,,,
5696,MY7916-A,2016,1466240991.0,0.0,0.0,,Corporate,Very large company,,,,,,
5697,MY7916-A,2015,1098551099.0,0.0,0.0,,Corporate,Very large company,,,,,,
5698,MY7916-A,2014,1600176645.0,0.0,0.0,,Corporate,Very large company,,,,,,
5699,MY7916-A,2013,1560993152.0,0.0,0.0,55000.0,Corporate,Very large company,,,,,,
5700,MY7916-A,2012,1892886200.0,0.0,0.0,,Corporate,Very large company,,,,,,
5701,MY7916-A,2011,2073720434.0,0.0,0.0,,Corporate,Very large company,,,,,,
5702,MY7916-A,2010,2269543965.0,0.0,0.0,,Corporate,Very large company,,,,,,
5703,MY7916-A,2009,734807848.0,0.0,0.0,35749.0,Corporate,Very large company,,,,,,
5704,MY7916-A,2008,742497596.0,0.0,0.0,27296.0,Corporate,Very large company,,,,,,
5708,MY7916-A,2005,630385000.0,0.0,0.0,20000.0,Corporate,Very large company,,,,,,
5709,MY7916-A,2004,417649000.0,0.0,0.0,18000.0,Corporate,Very large company,,,,,,
5710,MY810446-U,2017,22679617.0,0.0,0.0,,Corporate,Very large company,,,,,,
5711,MY810446-U,2016,31104594.0,0.0,0.0,,Corporate,Very large company,,,,,,
5712,MY810446-U,2015,29147172.0,0.0,0.0,,Corporate,Very large company,,,,,,
5713,MY810446-U,2014,32989091.0,0.0,0.0,,Corporate,Very large company,,,,,,
5714,MY810446-U,2013,25650112.0,0.0,0.0,,Corporate,Very large company,,,,,,
5715,MY810446-U,2012,20145450.0,0.0,0.0,,Corporate,Very large company,,,,,,
5717,MY810446-U,2010,6874372.0,0.0,0.0,,Corporate,Very large company,,,,,,
5718,MY810446-U,2009,6243848.0,0.0,0.0,,Corporate,Very large company,,,,,,
5719,MY810446-U,2008,7197906.0,0.0,0.0,,Corporate,Very large company,,,,,,
5720,MY810446-U,2007,5607000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5721,MY828269-A,2017,271534.0,0.0,0.0,,Financial company,Very large company,,,,,,
5722,MY828269-A,2016,9823086.0,0.0,0.0,,Financial company,Very large company,,,,,,
5723,MY828269-A,2015,13192920.0,0.0,0.0,,Financial company,Very large company,,,,,,
5724,MY828269-A,2014,4004342.0,0.0,0.0,,Financial company,Very large company,,,,,,
5725,MY828269-A,2012,3505776.0,0.0,0.0,,Financial company,Very large company,,,,,,
5726,MY828269-A,2011,3006529.0,0.0,0.0,,Financial company,Very large company,,,,,,
5727,MY828269-A,2010,3589139.0,0.0,0.0,,Financial company,Very large company,,,,,,
5728,MY828269-A,2010,1395487.0,0.0,0.0,,Financial company,Very large company,,,,,,
5729,MY828269-A,2009,2201147.0,0.0,0.0,,Financial company,Very large company,,,,,,
5730,MY828269-A,2008,2761548.0,0.0,0.0,,Financial company,Very large company,,,,,,
5731,MY828269-A,2007,1623000.0,0.0,0.0,,Financial company,Very large company,,,,,,
5732,MY8507-X,2017,4480294.0,0.0,0.0,,Corporate,Very large company,,,,,,
5733,MY8507-X,2016,-2851529.0,0.0,0.0,,Corporate,Very large company,,,,,,
5734,MY8507-X,2015,-999208.0,0.0,0.0,,Corporate,Very large company,,,,,,
5735,MY8507-X,2014,1492948.0,0.0,0.0,,Corporate,Very large company,,,,,,
5736,MY8507-X,2013,3794926.0,0.0,0.0,,Corporate,Very large company,,,,,,
5737,MY8507-X,2012,702840.0,0.0,0.0,,Corporate,Very large company,,,,,,
5738,MY8507-X,2011,1178139.0,0.0,0.0,,Corporate,Very large company,,,,,,
5739,MY8507-X,2010,2079314.0,0.0,0.0,,Corporate,Very large company,,,,,,
5741,MY8507-X,2008,-1000239.0,0.0,0.0,,Corporate,Very large company,,,,,,
5745,MY8507-X,2006,-767000.0,0.0,0.0,,Corporate,Very large company,,,,,,
5746,MY8507-X,2005,3460000.0,0.0,0.0,479.0,Corporate,Very large company,,,,,,
5747,MY8507-X,2004,4566000.0,0.0,0.0,480.0,Corporate,Very large company,,,,,,
5748,MY8507-X,2003,4735000.0,0.0,0.0,470.0,Corporate,Very large company,,,,,,
5751,MY897114-T,2016,930754.0,0.0,0.0,,Corporate,Very large company,,,,,,
5752,MY897114-T,2015,1343976.0,0.0,0.0,,Corporate,Very large company,,,,,,
5753,MY897114-T,2014,749122.0,0.0,0.0,,Corporate,Very large company,,,,,,
5754,MY897114-T,2013,1003584.0,0.0,0.0,,Corporate,Very large company,,,,,,
5755,MY897114-T,2012,505903.0,0.0,0.0,,Corporate,Very large company,,,,,,
5756,MY897114-T,2010,-261218.0,0.0,0.0,,Corporate,Very large company,,,,,,
5757,MY897114-T,2009,-167838.0,0.0,0.0,,Corporate,Very large company,,,,,,
5758,MY897114-T,2008,-85877.0,0.0,0.0,,Corporate,Very large company,,,,,,
5759,MY897114-T,2007,78891.0,0.0,0.0,,Corporate,Very large company,,,,,,
5760,MY897114-T,2006,-1707000.0,0.0,0.0,,Corporate,Very large company,,,,,,
